{twitter
{@deltanmd já sabia que @SF_Moro estava se metendo numa enrascada ao aceitar o convite de Bolsonaro. Ninguém em sã consciência comprou a ideia de que Bolsonaro é um militante anticorrupção. E se isso tudo acontecer antes de aparecer vaga no supremo?”. https://t.co/0HBBWX147p https://t.co/qZytCrHx7L
{Bolsonaro se tornou uma farsa’, diz Dayane Pimentel após demissão de Sérgio Moro https://t.co/I8JACtW4Y2
{Sérgio Moro pede demissão “ https://t.co/i7tr1Vko1X
{Delegado passou mais tempo no congresso que na própria polícia”MORO, Sérgio, 2020. Isso já diz tudo sobre o novo nome do Diretor-Geral da PF né não ?
{Dilma nunca interferiu em nenhuma investigação da lava-jato” (Sérgio Moro, 2020).
{Eu não sai da justiça pra fazer política. Eu entrei na política pra fazer justiça.”  Sérgio Moro
{Fiquei sabendo pelo diário oficial, não assinei...”.- Moro, Sergio.Alô, @MPF_PGR , alguém publicou documento falso no DOU, hein?!
{governo da época tinha inúmeros defeitos, mas manteve a autonomia da PF.Sergio Moro.Lembrando o Marreco, o governo da época era do PT porra!
{Mexeu com o sérgio moro mexeu com o brasil” kkkkk ai eh lindo ver as pessoas tentando desvincular o moro do bolsonaro agora q se fodam esses dois
{Não é o papel da Policia Federal fornecer informações [ao presidente Bolsonaro]. Imagina se a Dilma ficasse ligando para superintendente da PF para colher informações da Lava Jato.”não acredito que sérgio moro soltou um SE FOSSE A DILMA
{Não gosto de você. Não sinto verdade em você. Acho você, sim, incoerente, você está onde te convém. em todos os seus jeitos, falas, posicionamento e etc” (MORO, Sérgio)
{Não tenho vocação para carbonário”. MORO, Sérgio, começando a marcar sua diferença com o chefe. 2022 começa hoje
{No tempo da Dilma a PF tinha autonomia. Sérgio Moro.
{O juiz da Lava Jato”Como disse o @JornalismoWando, “a imprensa lavajatista já está encerando o piso e acendendo as luzes da ribalta para Sérgio Moro voltar a brilhar”. https://t.co/J5NnbCzXDB
{O presidente [Jair Bolsonaro] não me quer no cargo”, afirmou o ex-juiz da Lava Jato. Moro diz que presidente rompeu promessa de lhe dar carta branca na pasta e no combate à corrupção https://t.co/CzWI2t7J3t
{O presidente Bolsonaro disse várias vezes que gostaria de alguém com quem ele tivesse contato, para quem pedisse informações. Imagina se a presidente Dilma ou o presidente Lula ficassem ligando para o superintendente durante as investigações da Lava-Jato”. (MORO, Sergio)
{O soldado caiu mas caiu atirando” a frase de Sérgio Moro
{Parabéns pelo trabalho ministro Sérgio Moro. O país agradece ! Outras lutas virão!”, disse Henrique Mandetta.https://t.co/W14USGvZ7p
{Pra onde eu irei se não tenho pra onde voltar” disse Sérgio Moro
{Presidente me disse mais de uma vez que queria ter uma pessoa do contato pessoal dele , que ele pudesse ligar e colher informações “(Sérgio Moro)Poxa , será porquê o santo do presidente queria está ligado nas informações???? Aí aí , o governo por si só se destruindo...
{Se sair já vai tarde.” “Sergio Moro não entende nada de segurança pública”, afirma governador do DF https://t.co/cY1uU4I8KD via @UOLNoticias @UOL
{“Tenho que preservar minha biografia...” (Sérgio Moro) https://t.co/SfJVh56Kgm
{“Vou procurar, mais adiante, um emprego. Não enriqueci.”. Ex-homem forte do governo Jair Bolsonaro Sergio Moro
{Como a demissão de Sergio Moro impacta a política e os mercados.https://t.co/07aVAxuHaR
{Moro saiu por ordem da maçonaria.
{Coitadinha... vai defender papai até o final né? Não percebeu o que o Sérgio Moro disse? Ahahahahha vcs se fuderem tanto hoje que vc ainda não entendeu né?
{Nenhum Presidente fritaria Sérgio Moro nem por 500 votos ad eternum no congresso. Ainda falta a versão do Presidente. Os elogios ao PT que o Moro fez, me deixaram com um cachorro inteiro atrás da orelha!🤔
{Trairagem é a falta de compromisso e a não manutenção da palavra dada pelo presidente para o Então Juiz Sérgio Moro, tudo isso acho eu, para proteger os filhos .
{to apostando em sergio moro comunista
{Bolsonaro se igualou ao PT hoje.  E quem disse isso foi nada menos que Sérgio Moro.
{Seria muito se o NOVO filiasse o Sérgio Moro pra ser o candidato a presidência em 2022. Seria vitória certa com respaldo de um partido limpo e que promoveria uma ruptura concreta com a velha política. Gosto muito do Amoêdo, mas ele ainda não teria chance neste jogo de 2022.
{ 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 FODA-SE SÉRGIO MORO! 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
{Meu A Prerrogativa é do Presidente. Os 57 milhões voltaram no Jair Messias Bolsonaro o Sérgio Moro vem depois lógico que potencializou muito mais agora bola para frente....
{Mentiroso, Bolsonaro é um traidor corrupto igual o PT. Tem que ser preso. Sérgio Moro herói nacional!
{Nao esqueça que Bolsonaro só foi eleito porque Sérgio Moro, deixou o campo limpo para tal. Vamos ouvir o pronunciamento do presidente para esclarecer algumas@duvidas que estão no ar.
{Sérgio Moro era um oportunista que NUNCA foi de direita nem fechado com o governo (desde 2018) que eu aviso isso!Quem segura é o Bolsonaro, não ele!Moro NÃO É INSUBSTITUÍVEL!NINGUÉM É INSUBSTITUÍVEL!Espumante pra comemorar 🍾🥂
{Perfeita reflexão! Não podemos nos deixar levar pelas boas obras, mas pelas que são necessárias hoje.Sérgio Moro deu o pontapé inicial, mas estava travado nas investigações dos crimes sem mão.
{Gol do Brasil, sabe de quem ? Sérgio Moro, é o nome da emoção.
{Nunca serei de esquerda, mas a direita não é só o Bolsonaro. Ainda espero que o Brasil dê certo. Mas em 2022 irei apoiar o Sérgio Moro. Nós que somos cristãos católicos apostólicos romanos temos compromisso com a verdade e a nossa Verdade é Jesus Cristo.
{Sergio Moro foi duro nas críticas ao presidente. Saio por não aceita interferência política.E agora Moro tá certo ou errado?.Pergunta aos apoiadores do presidente.
{Estou com Sérgio Moro e BOLSONARO tenta interferir para poupar seus filhos meliantes!!!!
{Muito mí mi mi Sérgio Moro.Saiu porque o presidente contrariou uma vontade dele, pqp, vai tarde.Sérgio Moro, não é conservador e nem patriota, ao meu ver, por ter tomado essa atitude, nesse momento.Confio e acredito no Presidente.Brasil acima de tudo e Deus acima de todos.
{Muito obrigada Sérgio Moro! Chega de ser enganada por um presidente que acreditava ser honesto.
{No meio desta situação terrível e no calor das emoções, temos que pensar bem antes de crucificar nosso Presidente Bolsonaro. O governo da DIREITA que escolhemos, precisa do nosso APOIO, mesmo com a lamentável saída do nosso Honrado Ministro Sérgio Moro.#FechadoComBolsonaro
{Pra mim ficou claro que o Sérgio Moro não pode brincar no play pois se não for do jeito dele ele não brinca, se fizer outro tipo de brincadeira ele fica emburrado e vai embora. (Atitude de criança)
{Seja lá o que for, Sérgio Moro saiu de uma maneira muito feia, não precisava agir desta maneira!
{BEM ESTRANHO...E DILMA,AGIU COM DIGNIDADE?🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣AÍ AÍ SÉRGIO MORO,ME DEU UM TOMBO MONSTRO.ACREDITEI NO CARA COM CARA DE POLIDO!#TAKIPARIUMORO
{Já começou a falar de Moro? Que canalhas. O Brasil está com Sérgio Moro.
{Não votei no Sérgio moro#FechadosComBolsonaro#FechadosComBolsonaro#FechadosComBolsonaro#FechadosComBolsonaro#FechadosComBolsonaro
{Esse será o discurso dos Bolsonaristas radicais , trabalhar pra destruir a reputação do Sérgio Moro, lamentável, e dá-lhe ginástica mental agora
{Sérgio moro caiu! O gado chora! Moro quer se juntar a nós comunistas!
{Esse governo meliciano acabou , parabéns Sergio Moro
{Eu votei no Bolsonaro acreditando na sua linha de frente, Sérgio Moro e o Guedes. Se fosse simplesmente pelo Bolsonaro, jamais teria votado. Ele é um mentecapto! E, os motivos da saída do Moro me faz acreditar que o envolvimento dos filhos com as milícias sejam verdadeiras
{Respeito Sergio Moro , porém Cuidado com Maçonaria e com Fernando Henrique Cardoso. Eles Não são conservadores, não são Cristãos, não são Direita.
{Eu também li uma pedindo Sérgio Moro presidente. aí mesmo do Intercept, do início de 2018... kk
{Quem não deve não tem nada a temer interferir na PF a ponto de perder seu ministro da justiça e porque aí tem coisa 100/% estou com Sérgio Moro
{Mas e a Carta Branca que foi atribuída ao Sérgio Moro?
{O Bolsonaro foi muito útil para a retirada do PT e dos seus ladrões do Governo. Agora, com a saída do Sérgio Moro, o Bolsonaro não mais me representa. Gostaria que o Bolsanaro se retirasse da Presidência e que o Vice-Presidente, regularmente eleito, assuma...
{Venho aqui como o anjo da Boa Nova para avisar que o ministro Sergio Moro acabou e pedir exoneração, pelos mesmos motivos anteriormente noticiados. Lembre-se de usar máscara e lavar as mãos. Tenha um bom dia.
{Esperemos a declaracao do presidente... ja subi no muro... se a permanencia do valeixo era importante para o Moro ,porqu o presidente o exonerou? Se nao exonerou , quem assinou sua demissao,  se somente o proprio sergio moro poderia assinar?
{Enquanto vcs estão em êxtase com a saída de Sérgio Moro, tuitando sem parar, pois não conseguem conter as emoções e o oportunismo, os apoiadores do Gov, e não gados ou robôs,estão em tristeza, decepcionados e preocupados com o rumo do país. É motivo de tristeza e não de êxtase.
{Obrigado Sérgio Moro, perdemos anéis de ouro, mas a mão e os dedos continuam firmes.Por enquanto é #ForaDoria .
{Sergio moro no inicio tentou por uma Desarmamentista em uma pasta do Governo
{Posso está fora da 🏡,  Sérgio Moro, munido de provas contra o bozolóide corre risco de vida?
{Sérgio Moro não precisa ganhar pontos que bobagem
{Não cumpriu a palavra e o Sérgio Moro pediu demissão
{A esposa de Sérgio Moro é pró aborto!
{Lista atualizada de comunistas e inimigos da República,atualizando..1,2,3Sérgio MoroDelegados da Polícia Federal(...)
{Bolsonaro nunca fez campanha sob bandeira de Sérgio Moro. Ele venceu pelo seu patriotismo que atraiu outros patriotas ao Estandarte da verdade. Sérgio Moro não está defendendo o país nesse momento, mas na agenda que ele incorporou.
{Que inocência nunca de ter ouvido o termo“dividir para conquistarserá que o centrão está em festa, será que a esquerda está em festa, será que os membros do STF estão em festa e será que a direita está dividida com o que fez o Sérgio Moro comparando o presidente ao Lula e Dilma?
{Temos que estar decepcionado com a atitude do Presidente, querer interferir no trabalho bem feito da Polícia Federal. Um trabalho bem feito do Sérgio Moro, não sejamos cegos quanto aos erros de político, ou no final seremos igual a esquerda.
{Acho um erro, esse tipo de colocação, com todo respeito. Primeiro, não elegemos, na urna, Sérgio Moro, elegemos Bolsonaro, que, vale lembrar, é o único que tem culhões para desbaratar esse sistema político que aí está. Nossa luta é maior do que o nome A, B ou C. É ele, ou nada.
{Discordo! Nunca confiei em Sérgio Moro desde a patifaria dele em ser contra a liberação das armas para o cidadão de bem. O governo Bolsonaro continuará com ou sem Moro! Eu votei em Jair Messias Bolsonaro. Quem acusa é que tem que provar. Mande o ex Juiz provar o que disse!
{O Brasil e Sergio Moro hoje. !!!! https://t.co/sjUpQ4egsh
{Obrigado ao ex- ministro Sérgio Moro pelos ótimos serviços prestados, mas votei em Jair Bolsonaro para presidente, e até que me provem o contrário, meu voto ainda é dele.Sabiamos que a batalha seria árdua e que muitos ficariam pelo caminho, ele é só mais um.🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
{A petralhada que dizia que Sérgio Moro era isso e aquilo por causa da Lava Jato e a prisão do Lula? Agora estão elogiando o ex ministro. Não é fácil. Eu só repito o que coloquei na minha Bio: não tenho político de estimação.
{Sextou com S de Sergio moro comendo o cu do bozonaro
{ @bittersweet_jen 🤣🤣🤣🤣🤣 Bom dia, pessoal. Meu nome é Sérgio Moro, aprovado no trf1, 2025. Eu sou a prova que não é preciso ser gênio pra passar duas vezes no mesmo concurso.
{ @blogdojefferson A saída do Sérgio Moro tem haver com o acordo entre o centrão e o presidente Jair Bolsonaro
{ @bobdaslabaredas Qual seria partido para Sérgio moro ? Não existe né problema esse.
{ @BolsonaroSP @daniel_fly_yak @jdoriajr Se depois da demissão do Sérgio Moro hoje, diante das declarações que vocês ouviram que ele falou na frente de toda a imprensa, vocês ainda apoiarem essa quadrilha Bolsonaro. Vocês são muito filhos da puta. Me desculpem!!!
{ @BolsonaroSP @igferreira Realmente mentiroso. Sabemos que é apenas um de vcs que está contra Sérgio Moro, por razões óbvias. https://t.co/PdsBItqx6L
{ @BolsonaroSP @jdoriajr @brunocovas A maioria do CN e do STF tbm são culpados da saída de Sérgio Moro. Um homem honesto, justo, íntegro. Eles trabalharam contra o melhor ministro da justiça q esse País já teve. Desitrataram o Pacote Anticrime, foram contra prisão a segunda instância e tiraram bandidos da prisão.😢
{ @BolsonaroSP @jdoriajr @brunocovas Bananinha, que q vc achou da Live do Sérgio Moro? - vcs são indecentes, hein? Já correu p colo do papai? Chora não! GRANDE DIA! #bolsonarotraidor #bolsonaroacabou
{ @BolsonaroSP @jdoriajr @brunocovas Seu pai acabou de dar um tiro na própria testa,vcs Bolsonaro, traíram o Min.Sergio Moro, traíram o Brasil, não voto mais em vcs.Moro presidente em 2022
{ @BolsonaroSP @jdoriajr Seu pai se fudeu otário, Sérgio Moro empurrou o imbecil para o impeachment.
{ @BolsonaroSP Caro Eduardo, o Sergio Moro é um nome de honra , este alicerce era importante para o governo! Não sei o que será feito pelo planalto, mas saiba que foi péssimo! Tem que ter prudência ! Não pode ser assim!
{ @BolsonaroSP Quem assistiu exposição de motivos do ex ministro Sergio Moro, que o leva afastamento do cargo, tem nítida convicção que Bolsonaro não é confiável e cava própria sepultura política. Lamento profundamente.
{ @br2_rodrigo @LiloVLOG O cara está sem chão algum. Deixou 22 anos de magistratura pra tentar ajudar ainda mais esse país, porém de uma forma diferente.Foi técnico, imparcial, transparente  e saiu defendendo tudo que sempre acreditou e defende.Sérgio Moro é um herói
{ @BrazilFight Fui um eleitor .que briguei por um grande presidente.apoie Jair bossonaro.tou esperando o presidente explicar o que aconteceu. a saída do ministro Sérgio moro.min deixou preocupado.confio em Sérgio moro.
{ @BrazilFight MORO foi DESLEAL e COVARDE.  O BOLSONARO o apoiou quando ele foi atacado pelo INTERCPT e GDE MÍDIA. Mas ele, SÉRGIO MORO, atacou o Presidente BOLSONARO pelas costas em meio a crise da pandemia. Ele não se contrapôs as prisões arbitrárias determinadas pelo governadores.
{ @BrazilFight SÓ PRA CONSTAR:EU NÃO VOTEI EM SÉRGIO MORO E SIM EM BOLSONARO. NÃO FOSSE BOLSONARO, MORO JAMAIS SERIA CONVIDADO A SER MINISTRO DE NADA. SE ELE SAIR, VIDA QUE SEGUE.
{ @BrazilFight Ué já vão começar a gritar Lula livre também, moro não aguentou a pressão é um fraco mas ninguém é insubstituível votei em bolsonaro para Presidente e não em Sérgio moro https://t.co/cCAKFghFTN
{ @BrilhanteHenry Lutei muito na sua campanha aqui no Ceará. Mas não concordo o senhor. Lamentável a saída do Sérgio Moro.
{ @BuzzFeedNewsBR Parabéns Sérgio Moro! Provou que é um brasileiro de bem!
{ @CabeloRuimm @AndreLuizReisM1 @Mito_Logico_38 @CarlaZambelli38 @SF_Moro Ñ sei, desde q começou a pandemia corona virus, sempre vi S Moro quietinho passivo, governadores fazendo o q queria passando por cima  das leis e Sérgio moro calado. Tem caroço nesse angu. Sem falar da mulher dele que apoiou Mandetta.Ñ  se surpreendem se moro filiar a partido .
{ @cabralfmarcos @ProAliancaBR @jairbolsonaro Eu votei no Bolsonaro não no Sergio Moro.
{ @caiamessina Para mensurar o prejuízo que a saída do Sergio Moro vai causar basta ver a festa que a oposição está fazendo!
{ @caiocopolla Caio, você viu essa fraude? O cara tentou enganar a população sobre a eventual saída do agora ex-ministro Sérgio moro https://t.co/bNK4Td5I3V
{ @camila_abdo Direita inocente nunca de ter ouvido o termo“dividir para conquistarserá que o centrão está em festa, será que a esquerda está em festa, será que os membros do STF estão em festa e será que a direita está dividida com o que fez o Sérgio Moro comparando o presidente ao Lula 🤔
{ @camila2u E vamos de Sérgio Moro no CEJUR!
{ @Canal_do_Fale @brunnosarttori De: Sérgio Moro Para: Bolsonaro Não gosto de você. Não sinto verdade em você. Acho você, sim, incoerente, você está onde te convém. em todos os seus jeitos, falas, posicionamento e etc...
{ @canalCCore @sergeniocarai Mas, Bolsonaro havia dado carta BRANCA ao Ex-Ministro Sérgio Moro. E descumpriu esse acordo. Imagino o porque.
{ @capitaoderrite Sou eleitora do Bolsonaro, mas hoje vi nosso sonho se apagar, no momento em que Moro foi demitido.Estamos cansados de tanto roubo, impunidade, anarquia, o povo está desprotegido e Sérgio Moro era o alicerce do governo de Bolsonaro. Agora resta aguardar o show.
{ @cardcheater “O governo da época (PT) tinha inúmeros defeitos, mas manteve a autonomia da Polícia Federal”.  - Moro, Sérgio
{ @cardosoguiX_ sera q foi por causa da saída do sergio moro?
{ @CarlaZambelli38 @DalvaMendes9 @SF_Moro Tem algo estranho aí... Admiro muito Sérgio Moro, mas achei muito vaidoso no seu pronunciamento, votei no Bolsonaro e por enquanto acredito nele.
{ @CarlaZambelli38 @monicabergamo @SF_Moro Calma, gente! Na realidade paralele da terra plana Sérgio Moro continua no cargo sim.. https://t.co/wIefbiFSgC
{ @CarlaZambelli38 @SF_Moro A saída do ministro Sérgio Moro frusta a esperança de milhões de brasileiros no governo Bolsonaro! O PR nos decepcionou! Vai cair sozinho!
{ @CarlaZambelli38 @SF_Moro Desculpa mas depois do pronunciamento de Sérgio Moro não posso continuar apoiando o presidente. Torço para que ele faça um ótimo mandato porém minhas duvidas ficaram imensas.
{ @CarlaZambelli38 @SF_Moro Fui Bolsonaro até ontem 23/04/2020, mais apartir de agora vou ser Sérgio Moro que tem competência,Equilíbrio e Sensatez,chega de lidar com Doido e Autoritário. não sou Psiquiatra. acabou sua credibilidade e seu Governo, vamos batalhar para o Sérgio Moro em 2022,vamos buscar apoio
{ @CarlaZambelli38 @SF_Moro GENTE Presidente pode tirar e colocar ministros, ele poderia nem ter colocado ele ela, votei no presidente, continuo admirando Sérgio Moro, aí tem coisa,sejam sábios e esperem
{ @CarlaZambelli38 @SF_Moro O Brasil está triste com a saída de Sérgio Moro!Quem perde é o presidente!
{ @CarlaZambelli38 @SF_Moro Obrigado Dr Sérgio Moro pelo excelente trabalho realizado. A verdade sempre prevalecerá! O Brasil está carente de pessoas verdadeiras, como o ex ministro. Não tenho políticos de estimação. O meu partido é o Brasil! #MoroPresidente2022
{ @CarlaZambelli38 @SF_Moro Qual parte da frase de Moro vocês não entenderam:Haveria abalo na credibilidade do governo com a LEI.Sérgio Moro, 24/04/2020
{ @CarlaZambelli38 @SF_Moro SOMOS TODOS BRASIL ,SOMOS TODOS BOLSONARO.Parabéns pro Sérgio Moro pelo ótimo trabalho .
{ @CarlaZambelli38 @SF_Moro Tchau Sérgio não preciso mais de vc!
{ @CarlaZambelli38 @SF_Moro Vai Moro e que venha outro que de continuidade. Eu votei no Bolsonaro, Sérgio Moro foi só um das escolha do presidente
{ @CarlosBolsonaro #ForaBolsonaroUrgente Sérgio Moro nosso HERÓI Brasileiro
{ @CarlosBolsonaro Da forma que deixou o cargo de ministro da justiça o ilustre e admirável Sergio Moro, ainda pelo que disse em seu pronunciamento, acabou esse governo Bolsonaro pra mim. É como todos os outros políticos que foram corruptos no PT. Acreditei nesse governo até hoje.
{ @carloscezarcjr Achei muito discurso do que fez, para se demitir! Aplaudo a convicção do Sérgio Moro, mas votei no Bolsonaro! #FechadoComBolsonaro
{ @carloscezarcjr Ñ sei, desde q começou a pandemia corona virus, sempre vi S Moro quietinho passivo, governadores fazendo o q queria passando por cima  das leis e Sérgio moro calado. Tem caroço nesse angu. Sem falar da mulher dele que apoiou Mandetta.Ñ  se surpreendem se moro filiar a partido .
{ @carloscezarcjr O cara, todos aqui temos memória. Havia sim uma pretensão do presidente em convidar o Sérgio Moro. Não tire a gente de retardado!!!!
{ @carloscezarcjr Sim, Bolsonaro sinalizava total apoio à Lava Jato e ao Juiz Sérgio Moro.Votei em Lula, Dilma (1a eleicao), Bolsonaro e terei que votar em alguém de novo em 2022. Agora o que nunca me verá, é fazer campanha #FulanoLivre , nem passando pano na cabeça de político.
{ @CarolDeToni @Marcelospg29 @SF_Moro Sérgio Moro é, como sempre falei, social democrata.A maioria das pessoas q vem do Direiro são assim.E social democrata é esquerda.Pronto.Aguardemos quem vai abraçá-lo.E veremos se a esquerda terá dó dele.
{ @CarolDeToni @SF_Moro É meio estranho o jeito que ele saiu, e outra acho Sérgio Moro um Herói, mas como todo empregado quando sai da firma, muitas vezes eles falam mal.
{ @CarolDeToni @SF_Moro Nós brasileiros vamos perde muito com a saída de Sérgio Moro
{ @CarolDeToni @SF_Moro O PR @jairbolsonaro não foi leal ao ministro @SF_Moro e ainda mentiu que exoneração foi a pedido além de incluir o nome do ministro Sérgio Moro no ato de exoneração. Isso foi falsidade ideológica já que o ministro não assinou nada.@SF_Moro é maior que o PR.#ForaBolsonaros
{ @CarolDeToni @SF_Moro traição é traição, nós votamos em Bolsonaro e não em Sergio Moro #FechadosComBolsonaro
{ @carteiroreaca Fim do Governo Bolsonaro! Sérgio Moro é um gigante ! Um Herói ! #ObrigadoMoro #BolsonaroAcabou #BolsonaroTraidor
{ @CarvalhosaMo #MoroErrouPois é...Ainda que grave, e um tanto atabalhoada, a exposição de Sérgio Moro, @SF_Moro, ele NÃO deveria agir desta forma agora!!Essa atitude dele leva a pensar em algo a mais que está por vir, dentro desse teatro da pandemia.Só o tempo demonstrará a EFETIVA verdade.
{ @CarvalhosaMo O juiz Sérgio Moro virou heroinporque prendeu o Lula. Não fez mais do que sua obrigação como magistrado.  Aliás muito bem remunerado
{ @CarvalhosaMo Professor @CarvalhosaMo se manifeste mais, por favor. Sentimos sua falta. Sobre o Sérgio Moro, tem toda a razão .
{ @CarvalhosaMo Sérgio Moro reclama da interferência política na Polícia Federal, mas agiu de forma política no seu pedido de demissão. A forma técnica deveria ser o pedido diretamente para o presidente e depois dar coletiva.
{ @Cassia_NNoronha @anaestelacampos Ou será que Sérgio Moro, quando anunciou o CoronaJato, deu a senha  para fazerem seu preço ?
{ @Cecillia @secomvc Sim, mas o Lula continua sendo ladrão, o PT uma organização criminosa, Rodrigo Maia acusado de corrupção etc... Isso não muda com a saída do Sérgio Moro, por isso continuamos apoiando o Presidente Bolsonaro.#FechadoComBolsonaro #MaiaVaiCair
{ @celoflapoa Isso lá é hora de trocar ministro da justiça?Em plena pandemia e ataques da imprensa, STF e CN, todos os dias.E o ministro é só um tal de Sérgio MoroAté entendo muita gente passando pano mas minimizar e até menosprezar  o cara que prendeu o Luladrão é insanidadePreocupante.
{ @Chefcarolinavi1 Qual escândalo político de Corrupção eles tem do Presidente Bolsonaro?Nenhum, zero, neverAquela defesa da esposa do Sérgio Moro para com o Mandetta (DEM) acendeu um puta alertaInfelizmente Moro foi um cavalo de Tróia.
{ @ClaudiaBorin #MoroErrouPois é...Ainda que grave, e um tanto atabalhoada, a exposição de Sérgio Moro, @SF_Moro, ele NÃO deveria agir desta forma agora!!Essa atitude dele leva a pensar em algo a mais que está por vir, dentro desse teatro da pandemia.Só o tempo demonstrará a EFETIVA verdade.
{ @claudioedantas @o_antagonista A saída do ministro Sergio Moro do governo, uma opção do Presidente da República, representa o afastamento do governo Bolsonaro do sentimento popular e do combate à corrupção. É a derrota da ética
{ @claudioedantas Sergio Moro acaba de salvar novamente o Brasil ao desnudar a verdadeira face do Presidente Bolsonaro
{ @claudioedantas Sim. Coloquei um limite para Bolsonaro, o Sergio Moro. Comonele saiu, eu desisito de defender esse governo.
{ @claudiusnasc @Itaspfc @xicograziano @SF_Moro Sérgio Moro é um pessoa de caráter e de credibilidade , não mentiria só nora acusar Bolsonaro. Presidente queria interferir politicamente nos cargos da PF. Acho que acabou.
{ @CNNBrasil Expliquem ao comentarista da CNN que o então juiz Sérgio Moro não acusou nenhum político. Ele julgou a partir de acusações do MP e da PF.
{ @CNNBrasil Logo os bolsonaristas vao começar a chamar Sérgio Moro de comunista e etc...
{ @CNNBrasil o pronunciamento de saída do Sérgio Moro está disponível online? Obrigado
{ @cnnbrk jornalista de novo mentindo aí vivo! Sérgio Moro falou que sim, houve intervenção, mas não conseguiram lograr êxito. Deixem de mentir ao vivo
{ @coelho_rodrigo @E_Geisel Tô nem aí por mim Sergio Moro pode cair fora..Bolsonaro é muito maior que Moro
{ @conexaopolitica Lamento o pedido de demissão do Ministro Sérgio Moro, que muito contribuiu enquanto juiz com as investigações da Operação Lava Jato. Mas quando votei em Bolsonaro não havia time de ministros ainda, votamos porque acreditamos nele. O Brasil não pode parar, bola pra frente!
{ @Consol29359918 @MonicaPanunovu @conexaopolitica Que honra viu! Parabéns ao Sérgio Moro, não temeu , não escondeu nada, e jogou toda verdade na mídia PARA O POVO VER, enquanto aos interesses políticos do presidentes sobre processos, o GF É PRA PROTEGER O POVO. É NAO PRESIDENTE DOS SEUS ERROS E ENCOBRIR SUJEIRA.
{ @CrisMenshova Eu não apóio até o fim não. O que foi dito pelo Sérgio Moro, foram acusações muito graves. Triste dia, perde o Brasil.
{ @DaCastiga @bira_cr @Lulu_Incompleta @GildendiaMarti1 @Nil_DeNovo @Nivea__mc @MarceloAdnet @paquitadodemon1 Sérgio moro entra pro time de manobrados pelo Bolsonaro. @lobaoeletrico, @alefrota77 e agora o novo contratado pro time é o @SF_Moro kkkkkkkk todos usados como massa de manobra
{ @Danielhrs Sergio Moro trabalha onde quiser. Certamente não deve ter nenhuma preocupação em relação a isso.
{ @danielPMERJ @Alexandraedieg1 A PM de SP está com Sérgio Moro.FOMOS TRAIDOS!2022 é Moro Presidente!
{ @danielPMERJ @jairbolsonaro Bom a melhor Live da semana foi do  Sérgio Moro acabando com o  honesto de Taubaté
{ @danielPMERJ @jairbolsonaro Então o ministro Sérgio Moro pediu pensão em troca de cargo? 👀 🤕 #FechadocomBolsonaro não votei no Sérgio Moro! Votei no Bolsonaro e confio plenamente!
